Prolific ID,condition,round,X Task,Y Task,X Revenue,Y Revenue,ratio,Corner,task_share1,task_share2,task_share3,task_share4,IOS_Human_same,IOS_Human_different,IOS_AI_same,IOS_AI_different,Hs_like,Hd_like,AIs_like,AId_like,Hs_care,Hd_care,AIs_care,AId_care,Improvement_scores1,Improvement_scores2,Writing,Practical Guidance,Technical Help,Seeking Information,Multimedia,Expression and Interaction,Other_Use,Functional_Tool,Smart_Assistant,Collaborative_Partner,Knowledge_Consultant,Social_Companion,Big_Tech,Potential_Risk_Threat,Not_Use_GenAI,Other_Relations,use AI at work,use AI out of work,AI_days1,AI_days2,AI_hours1,AI_hours2
558ffe16fdf99b3f7aada34d,1,1,100.0,0.0,1.0,0.35,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,2,0.0,100.0,0.2,0.8,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,3,100.0,0.0,0.62,0.59,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,4,100.0,0.0,0.99,0.67,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,5,50.0,50.0,0.8,0.8,,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,6,100.0,0.0,1.0,0.25,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,7,50.0,50.0,0.6,0.6,,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,8,0.0,100.0,0.39,0.8,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,9,100.0,0.0,0.8,0.39,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,10,0.0,100.0,0.35,1.0,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,11,100.0,0.0,0.74,0.5,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,12,0.0,100.0,0.25,1.0,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,13,0.0,100.0,0.78,0.82,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,14,0.0,100.0,0.5,0.74,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,15,100.0,0.0,1.0,0.49,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,16,0.0,100.0,0.49,1.0,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,17,100.0,0.0,0.8,0.28,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,18,0.0,100.0,0.67,0.99,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,19,100.0,0.0,0.8,0.2,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,20,0.0,100.0,0.59,0.62,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,21,100.0,0.0,0.82,0.78,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,1,22,0.0,100.0,0.28,0.8,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,2,1,100.0,0.0,1.0,0.35,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,2,2,0.0,100.0,0.2,0.8,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,2,3,100.0,0.0,0.62,0.59,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,2,4,100.0,0.0,0.99,0.67,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,2,5,50.0,50.0,0.8,0.8,,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
558ffe16fdf99b3f7aada34d,2,6,100.0,0.0,1.0,0.25,0.0,,50.0,50.0,50.0,50.0,3,1,1,1,7,1,1,1,7,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0,0
